Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date,Division
Squashathon,v,Happy Squash 2,Cornwall Street Squash Centre,19:00,,9,13/12/2024,5
Hong Kong Racketlon Association 1,v,Physical Chess 1,Cornwall Street Squash Centre,19:00,,9,13/12/2024,5
Hong Kong Football Club 5B,v,Hong Kong Football Club 5A,Hong Kong Football Club,19:00,,10,03/01/2025,5
Squashathon,v,Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,19:00,,10,03/01/2025,5
Happy Squash 2,v,Uncle,Wai Tsuen Sports Centre,19:00,,10,03/01/2025,5
i-Mask Advance Squash Club 1,v,The Squash Club 1,Cornwall Street Squash Centre,19:00,,10,03/01/2025,5
Physical Chess 1,v,X-Alpha 2,Cornwall Street Squash Centre,19:00,,10,03/01/2025,5
The Squash Club 1,v,X-Alpha 2,Cornwall Street Squash Centre,19:00,,11,10/01/2025,5
Hong Kong Football Club 5A,v,i-Mask Advance Squash Club 1,Hong Kong Football Club,19:00,,11,10/01/2025,5
Happy Squash 2,v,Hong Kong Football Club 5B,Wai Tsuen Sports Centre,19:00,,11,10/01/2025,5
Hong Kong Racketlon Association 1,v,Uncle,Cornwall Street Squash Centre,19:00,,11,10/01/2025,5
Squashathon,v,Physical Chess 1,Cornwall Street Squash Centre,19:00,,11,10/01/2025,5
Uncle,v,Squashathon,HK Squash Centre,19:00,,12,17/01/2025,5
Hong Kong Football Club 5B,v,Hong Kong Racketlon Association 1,Hong Kong Football Club,19:00,,12,17/01/2025,5
i-Mask Advance Squash Club 1,v,Happy Squash 2,HK Squash Centre,19:00,,12,17/01/2025,5
X-Alpha 2,v,Hong Kong Football Club 5A,Cornwall Street Squash Centre,19:00,,12,17/01/2025,5
Physical Chess 1,v,The Squash Club 1,Cornwall Street Squash Centre,19:00,,12,17/01/2025,5
Hong Kong Football Club 5A,v,The Squash Club 1,Hong Kong Football Club,19:00,,13,24/01/2025,5
Happy Squash 2,v,X-Alpha 2,Wai Tsuen Sports Centre,19:00,,13,24/01/2025,5
Hong Kong Racketlon Association 1,v,i-Mask Advance Squash Club 1,HK Squash Centre,19:00,,13,24/01/2025,5
Squashathon,v,Hong Kong Football Club 5B,Cornwall Street Squash Centre,19:00,,13,24/01/2025,5
Uncle,v,Physical Chess 1,Cornwall Street Squash Centre,19:00,,13,24/01/2025,5
Hong Kong Football Club 5B,v,Uncle,Hong Kong Football Club,19:00,,14,07/02/2025,5
Squashathon,v,i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,19:00,,14,07/02/2025,5
X-Alpha 2,v,Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,19:00,,14,07/02/2025,5
The Squash Club 1,v,Happy Squash 2,Cornwall Street Squash Centre,19:00,,14,07/02/2025,5
Physical Chess 1,v,Hong Kong Football Club 5A,HK Squash Centre,19:00,,14,07/02/2025,5
Hong Kong Football Club 5A,v,Happy Squash 2,Hong Kong Football Club,19:00,,15,14/02/2025,5
Hong Kong Racketlon Association 1,v,The Squash Club 1,Cornwall Street Squash Centre,19:00,,15,14/02/2025,5
Squashathon,v,X-Alpha 2,Cornwall Street Squash Centre,19:00,,15,14/02/2025,5
Uncle,v,i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,19:00,,15,14/02/2025,5
Hong Kong Football Club 5B,v,Physical Chess 1,Hong Kong Football Club,19:00,,15,14/02/2025,5
i-Mask Advance Squash Club 1,v,Hong Kong Football Club 5B,Cornwall Street Squash Centre,19:00,,16,21/02/2025,5
X-Alpha 2,v,Uncle,Cornwall Street Squash Centre,19:00,,16,21/02/2025,5
The Squash Club 1,v,Squashathon,Cornwall Street Squash Centre,19:00,,16,21/02/2025,5
Hong Kong Football Club 5A,v,Hong Kong Racketlon Association 1,Hong Kong Football Club,19:00,,16,21/02/2025,5
Physical Chess 1,v,Happy Squash 2,Cornwall Street Squash Centre,19:00,,16,21/02/2025,5
Hong Kong Racketlon Association 1,v,Happy Squash 2,Cornwall Street Squash Centre,19:00,,17,28/02/2025,5
Squashathon,v,Hong Kong Football Club 5A,HK Squash Centre,19:00,,17,28/02/2025,5
Uncle,v,The Squash Club 1,Cornwall Street Squash Centre,19:00,,17,28/02/2025,5
Hong Kong Football Club 5B,v,X-Alpha 2,Hong Kong Football Club,19:00,,17,28/02/2025,5
i-Mask Advance Squash Club 1,v,Physical Chess 1,Cornwall Street Squash Centre,19:00,,17,28/02/2025,5
X-Alpha 2,v,i-Mask Advance Squash Club 1,HK Squash Centre,19:00,,18,07/03/2025,5
The Squash Club 1,v,Hong Kong Football Club 5B,HK Squash Centre,19:00,,18,07/03/2025,5
Hong Kong Football Club 5A,v,Uncle,Hong Kong Football Club,19:00,,18,07/03/2025,5
Happy Squash 2,v,Squashathon,Yeung Uk Road Sports Centre,19:00,,18,07/03/2025,5
Physical Chess 1,v,Hong Kong Racketlon Association 1,HK Squash Centre,19:00,,18,07/03/2025,5
Social Squash Team,v,United Services Recreation Club 2,HK Squash Centre,19:00,,1,07/10/2024,6
Hong Kong Cricket Club 4,v,Global Squash 1,Hong Kong Cricket Club,19:00,,1,07/10/2024,6
Hong Kong Football Club 6C,v,Friend Club 3,Hong Kong Football Club,19:00,,1,07/10/2024,6
Hong Kong Football Club 6A,v,Hong Kong Football Club 6B,Hong Kong Football Club,19:00,,1,07/10/2024,6
Kowloon Cricket Club 6A,v,Kowloon Cricket Club 6B,Kowloon Cricket Club,19:00,,1,07/10/2024,6
Kowloon Cricket Club 6A,v,Hong Kong Football Club 6B,Kowloon Cricket Club,19:00,,2,14/10/2024,6
Hong Kong Cricket Club 4,v,Social Squash Team,Hong Kong Cricket Club,19:00,,2,14/10/2024,6
United Services Recreation Club 2,v,Friend Club 3,United Services Recreation Club,19:00,,2,14/10/2024,6
Global Squash 1,v,Kowloon Cricket Club 6B,HK Squash Centre,19:00,,2,14/10/2024,6
Hong Kong Football Club 6C,v,Hong Kong Football Club 6A,Hong Kong Football Club,19:00,,2,14/10/2024,6
Friend Club 3,v,Hong Kong Cricket Club 4,Cornwall Street Squash Centre,19:00,,3,21/10/2024,6
Global Squash 1,v,Kowloon Cricket Club 6A,HK Squash Centre,19:00,,3,21/10/2024,6
Kowloon Cricket Club 6B,v,Social Squash Team,Kowloon Cricket Club,19:00,,3,21/10/2024,6
Hong Kong Football Club 6A,v,United Services Recreation Club 2,Hong Kong Football Club,19:00,,3,21/10/2024,6
Hong Kong Football Club 6C,v,Hong Kong Football Club 6B,Hong Kong Football Club,19:00,,3,21/10/2024,6
Hong Kong Football Club 6B,v,Global Squash 1,Hong Kong Football Club,19:00,,4,28/10/2024,6
Kowloon Cricket Club 6B,v,Friend Club 3,Kowloon Cricket Club,19:00,,4,28/10/2024,6
United Services Recreation Club 2,v,Hong Kong Football Club 6C,United Services Recreation Club,19:00,,4,28/10/2024,6
Hong Kong Football Club 6A,v,Hong Kong Cricket Club 4,Hong Kong Football Club,19:00,,4,28/10/2024,6
Social Squash Team,v,Kowloon Cricket Club 6A,HK Squash Centre,19:00,,4,28/10/2024,6
Hong Kong Football Club 6B,v,Friend Club 3,Hong Kong Football Club,19:00,,5,04/11/2024,6
Global Squash 1,v,Hong Kong Football Club 6C,HK Squash Centre,19:00,,5,04/11/2024,6
Kowloon Cricket Club 6B,v,Hong Kong Cricket Club 4,Kowloon Cricket Club,19:00,,5,04/11/2024,6
United Services Recreation Club 2,v,Kowloon Cricket Club 6A,United Services Recreation Club,19:00,,5,04/11/2024,6
Hong Kong Football Club 6A,v,Social Squash Team,Hong Kong Football Club,19:00,,5,04/11/2024,6
Hong Kong Football Club 6B,v,Kowloon Cricket Club 6B,Hong Kong Football Club,19:00,,6,11/11/2024,6
United Services Recreation Club 2,v,Global Squash 1,United Services Recreation Club,19:00,,6,11/11/2024,6
Hong Kong Football Club 6A,v,Friend Club 3,Hong Kong Football Club,19:00,,6,11/11/2024,6
Social Squash Team,v,Hong Kong Football Club 6C,HK Squash Centre,19:00,,6,11/11/2024,6
Kowloon Cricket Club 6A,v,Hong Kong Cricket Club 4,Kowloon Cricket Club,19:00,,6,11/11/2024,6
Hong Kong Cricket Club 4,v,Hong Kong Football Club 6B,Hong Kong Cricket Club,19:00,,7,18/11/2024,6
Hong Kong Football Club 6C,v,Kowloon Cricket Club 6A,Hong Kong Football Club,19:00,,7,18/11/2024,6
Friend Club 3,v,Social Squash Team,Cornwall Street Squash Centre,19:00,,7,18/11/2024,6
Global Squash 1,v,Hong Kong Football Club 6A,HK Squash Centre,19:00,,7,18/11/2024,6
Kowloon Cricket Club 6B,v,United Services Recreation Club 2,Kowloon Cricket Club,19:00,,7,18/11/2024,6
United Services Recreation Club 2,v,Hong Kong Football Club 6B,United Services Recreation Club,19:00,,8,25/11/2024,6
Hong Kong Football Club 6A,v,Kowloon Cricket Club 6B,Hong Kong Football Club,19:00,,8,25/11/2024,6
Social Squash Team,v,Global Squash 1,HK Squash Centre,19:00,,8,25/11/2024,6
Kowloon Cricket Club 6A,v,Friend Club 3,Kowloon Cricket Club,19:00,,8,25/11/2024,6
Hong Kong Cricket Club 4,v,Hong Kong Football Club 6C,Hong Kong Cricket Club,19:00,,8,25/11/2024,6
Social Squash Team,v,Hong Kong Football Club 6B,HK Squash Centre,19:00,,9,09/12/2024,6
Kowloon Cricket Club 6A,v,Hong Kong Football Club 6A,Kowloon Cricket Club,19:00,,9,09/12/2024,6
Hong Kong Cricket Club 4,v,United Services Recreation Club 2,Hong Kong Cricket Club,19:00,,9,09/12/2024,6
Hong Kong Football Club 6C,v,Kowloon Cricket Club 6B,HK Squash Centre,19:00,,9,09/12/2024,6
Friend Club 3,v,Global Squash 1,Cornwall Street Squash Centre,19:00,,9,09/12/2024,6
United Services Recreation Club 2,v,Social Squash Team,United Services Recreation Club,19:00,,10,16/12/2024,6
Global Squash 1,v,Hong Kong Cricket Club 4,HK Squash Centre,19:00,,10,16/12/2024,6
Friend Club 3,v,Hong Kong Football Club 6C,Cornwall Street Squash Centre,19:00,,10,16/12/2024,6
Hong Kong Football Club 6B,v,Hong Kong Football Club 6A,HK Squash Centre,19:00,,10,16/12/2024,6
Kowloon Cricket Club 6B,v,Kowloon Cricket Club 6A,Kowloon Cricket Club,19:00,,10,16/12/2024,6
Hong Kong Football Club 6B,v,Kowloon Cricket Club 6A,Hong Kong Football Club,19:00,,11,06/01/2025,6
Social Squash Team,v,Hong Kong Cricket Club 4,HK Squash Centre,19:00,,11,06/01/2025,6
Friend Club 3,v,United Services Recreation Club 2,Cornwall Street Squash Centre,19:00,,11,06/01/2025,6
Kowloon Cricket Club 6B,v,Global Squash 1,Kowloon Cricket Club,19:00,,11,06/01/2025,6
Hong Kong Football Club 6A,v,Hong Kong Football Club 6C,Hong Kong Football Club,19:00,,11,06/01/2025,6
Hong Kong Cricket Club 4,v,Friend Club 3,Hong Kong Cricket Club,19:00,,12,13/01/2025,6
Kowloon Cricket Club 6A,v,Global Squash 1,Kowloon Cricket Club,19:00,,12,13/01/2025,6
Social Squash Team,v,Kowloon Cricket Club 6B,HK Squash Centre,19:00,,12,13/01/2025,6
United Services Recreation Club 2,v,Hong Kong Football Club 6A,United Services Recreation Club,19:00,,12,13/01/2025,6
Hong Kong Football Club 6B,v,Hong Kong Football Club 6C,Hong Kong Football Club,19:00,,12,13/01/2025,6
Global Squash 1,v,Hong Kong Football Club 6B,HK Squash Centre,19:00,,13,20/01/2025,6
Friend Club 3,v,Kowloon Cricket Club 6B,Cornwall Street Squash Centre,19:00,,13,20/01/2025,6
Hong Kong Football Club 6C,v,United Services Recreation Club 2,Hong Kong Football Club,19:00,,13,20/01/2025,6
Hong Kong Cricket Club 4,v,Hong Kong Football Club 6A,Hong Kong Cricket Club,19:00,,13,20/01/2025,6
Kowloon Cricket Club 6A,v,Social Squash Team,Kowloon Cricket Club,19:00,,13,20/01/2025,6
Friend Club 3,v,Hong Kong Football Club 6B,Cornwall Street Squash Centre,19:00,,14,10/02/2025,6
Hong Kong Football Club 6C,v,Global Squash 1,Hong Kong Football Club,19:00,,14,10/02/2025,6
Hong Kong Cricket Club 4,v,Kowloon Cricket Club 6B,Hong Kong Cricket Club,19:00,,14,10/02/2025,6
Kowloon Cricket Club 6A,v,United Services Recreation Club 2,Kowloon Cricket Club,19:00,,14,10/02/2025,6
Social Squash Team,v,Hong Kong Football Club 6A,Cornwall Street Squash Centre,19:00,,14,10/02/2025,6
Kowloon Cricket Club 6B,v,Hong Kong Football Club 6B,Kowloon Cricket Club,19:00,,15,17/02/2025,6
Global Squash 1,v,United Services Recreation Club 2,HK Squash Centre,19:00,,15,17/02/2025,6
Friend Club 3,v,Hong Kong Football Club 6A,Cornwall Street Squash Centre,19:00,,15,17/02/2025,6
Hong Kong Football Club 6C,v,Social Squash Team,Hong Kong Football Club,19:00,,15,17/02/2025,6
Hong Kong Cricket Club 4,v,Kowloon Cricket Club 6A,Hong Kong Cricket Club,19:00,,15,17/02/2025,6
Hong Kong Football Club 6B,v,Hong Kong Cricket Club 4,Hong Kong Football Club,19:00,,16,24/02/2025,6
Kowloon Cricket Club 6A,v,Hong Kong Football Club 6C,Kowloon Cricket Club,19:00,,16,24/02/2025,6
Social Squash Team,v,Friend Club 3,HK Squash Centre,19:00,,16,24/02/2025,6
Hong Kong Football Club 6A,v,Global Squash 1,Hong Kong Football Club,19:00,,16,24/02/2025,6
United Services Recreation Club 2,v,Kowloon Cricket Club 6B,United Services Recreation Club,19:00,,16,24/02/2025,6
Hong Kong Football Club 6B,v,United Services Recreation Club 2,Hong Kong Football Club,19:00,,17,03/03/2025,6
Kowloon Cricket Club 6B,v,Hong Kong Football Club 6A,Kowloon Cricket Club,19:00,,17,03/03/2025,6
Global Squash 1,v,Social Squash Team,HK Squash Centre,19:00,,17,03/03/2025,6
Friend Club 3,v,Kowloon Cricket Club 6A,Cornwall Street Squash Centre,19:00,,17,03/03/2025,6
Hong Kong Football Club 6C,v,Hong Kong Cricket Club 4,Hong Kong Football Club,19:00,,17,03/03/2025,6
Hong Kong Football Club 6B,v,Social Squash Team,Hong Kong Football Club,19:00,,18,10/03/2025,6
Hong Kong Football Club 6A,v,Kowloon Cricket Club 6A,Hong Kong Football Club,19:00,,18,10/03/2025,6
United Services Recreation Club 2,v,Hong Kong Cricket Club 4,United Services Recreation Club,19:00,,18,10/03/2025,6
Kowloon Cricket Club 6B,v,Hong Kong Football Club 6C,Kowloon Cricket Club,19:00,,18,10/03/2025,6
Global Squash 1,v,Friend Club 3,HK Squash Centre,19:00,,18,10/03/2025,6
Hong Kong Football Club 7A,v,X-Alpha 3,Hong Kong Football Club,19:00,,1,02/10/2024,7A
The Best Group 1,v,Vitality Squash 1,Cornwall Street Squash Centre,19:00,,1,02/10/2024,7A
Kinetic 1,v,UST,HK Squash Centre,19:00,,1,02/10/2024,7A
Hong Kong Cricket Club 5,v,[BYE],,,,1,02/10/2024,7A
Vitality Squash 1,v,UST,HK Squash Centre,19:00,,2,09/10/2024,7A
X-Alpha 3,v,The Best Group 1,Cornwall Street Squash Centre,19:00,,2,09/10/2024,7A
Hong Kong Cricket Club 5,v,Hong Kong Football Club 7A,Hong Kong Cricket Club,19:00,,2,09/10/2024,7A
Kinetic 1,v,[BYE],,,,2,09/10/2024,7A
Hong Kong Cricket Club 5,v,The Best Group 1,Hong Kong Cricket Club,19:00,,3,16/10/2024,7A
UST,v,X-Alpha 3,Cornwall Street Squash Centre,19:00,,3,16/10/2024,7A
Kinetic 1,v,Vitality Squash 1,HK Squash Centre,19:00,,3,16/10/2024,7A
Hong Kong Football Club 7A,v,[BYE],,,,3,16/10/2024,7A
X-Alpha 3,v,Kinetic 1,Cornwall Street Squash Centre,19:00,,4,23/10/2024,7A
UST,v,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,19:00,,4,23/10/2024,7A
Hong Kong Football Club 7A,v,The Best Group 1,Hong Kong Football Club,19:00,,4,23/10/2024,7A
Vitality Squash 1,v,[BYE],,,,4,23/10/2024,7A
UST,v,Hong Kong Football Club 7A,Cornwall Street Squash Centre,19:00,,5,30/10/2024,7A
Kinetic 1,v,Hong Kong Cricket Club 5,HK Squash Centre,19:00,,5,30/10/2024,7A
Vitality Squash 1,v,X-Alpha 3,HK Squash Centre,19:00,,5,30/10/2024,7A
The Best Group 1,v,[BYE],,,,5,30/10/2024,7A
Hong Kong Cricket Club 5,v,Vitality Squash 1,Hong Kong Cricket Club,19:00,,6,06/11/2024,7A
Hong Kong Football Club 7A,v,Kinetic 1,Hong Kong Football Club,19:00,,6,06/11/2024,7A
The Best Group 1,v,UST,Cornwall Street Squash Centre,19:00,,6,06/11/2024,7A
X-Alpha 3,v,[BYE],,,,6,06/11/2024,7A
The Best Group 1,v,Kinetic 1,Cornwall Street Squash Centre,19:00,,7,13/11/2024,7A
Vitality Squash 1,v,Hong Kong Football Club 7A,HK Squash Centre,19:00,,7,13/11/2024,7A
X-Alpha 3,v,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,19:00,,7,13/11/2024,7A
UST,v,[BYE],,,,7,13/11/2024,7A
X-Alpha 3,v,Hong Kong Football Club 7A,Cornwall Street Squash Centre,19:00,,8,20/11/2024,7A
Vitality Squash 1,v,The Best Group 1,HK Squash Centre,19:00,,8,20/11/2024,7A
UST,v,Kinetic 1,Cornwall Street Squash Centre,19:00,,8,20/11/2024,7A
Hong Kong Cricket Club 5,v,[BYE],,,,8,20/11/2024,7A
UST,v,Vitality Squash 1,Cornwall Street Squash Centre,19:00,,9,27/11/2024,7A
The Best Group 1,v,X-Alpha 3,Cornwall Street Squash Centre,19:00,,9,27/11/2024,7A
Hong Kong Football Club 7A,v,Hong Kong Cricket Club 5,Hong Kong Football Club,19:00,,9,27/11/2024,7A
Kinetic 1,v,[BYE],,,,9,27/11/2024,7A
Hong Kong Cricket Club 5,v,The Best Group 1,Hong Kong Cricket Club,19:00,,10,11/12/2024,7A
X-Alpha 3,v,UST,Cornwall Street Squash Centre,19:00,,10,11/12/2024,7A
Vitality Squash 1,v,Kinetic 1,HK Squash Centre,19:00,,10,11/12/2024,7A
Hong Kong Football Club 7A,v,[BYE],,,,10,11/12/2024,7A
Kinetic 1,v,X-Alpha 3,HK Squash Centre,19:00,,11,18/12/2024,7A
Hong Kong Cricket Club 5,v,UST,Hong Kong Cricket Club,19:00,,11,18/12/2024,7A
The Best Group 1,v,Hong Kong Football Club 7A,Cornwall Street Squash Centre,19:00,,11,18/12/2024,7A
Vitality Squash 1,v,[BYE],,,,11,18/12/2024,7A
Hong Kong Football Club 7A,v,UST,Hong Kong Football Club,19:00,,12,08/01/2025,7A
Hong Kong Cricket Club 5,v,Kinetic 1,Hong Kong Cricket Club,19:00,,12,08/01/2025,7A
X-Alpha 3,v,Vitality Squash 1,Cornwall Street Squash Centre,19:00,,12,08/01/2025,7A
The Best Group 1,v,[BYE],,,,12,08/01/2025,7A
Vitality Squash 1,v,Hong Kong Cricket Club 5,HK Squash Centre,19:00,,13,15/01/2025,7A
Kinetic 1,v,Hong Kong Football Club 7A,HK Squash Centre,19:00,,13,15/01/2025,7A
UST,v,The Best Group 1,Cornwall Street Squash Centre,19:00,,13,15/01/2025,7A
X-Alpha 3,v,[BYE],,,,13,15/01/2025,7A
Kinetic 1,v,The Best Group 1,HK Squash Centre,19:00,,14,22/01/2025,7A
Hong Kong Football Club 7A,v,Vitality Squash 1,Hong Kong Football Club,19:00,,14,22/01/2025,7A
Hong Kong Cricket Club 5,v,X-Alpha 3,Hong Kong Cricket Club,19:00,,14,22/01/2025,7A
UST,v,[BYE],,,,14,22/01/2025,7A
Hong Kong Football Club 7A,v,X-Alpha 3,Hong Kong Football Club,19:00,,15,12/02/2025,7A
The Best Group 1,v,Vitality Squash 1,Cornwall Street Squash Centre,19:00,,15,12/02/2025,7A
Kinetic 1,v,UST,Cornwall Street Squash Centre,19:00,,15,12/02/2025,7A
Hong Kong Cricket Club 5,v,[BYE],,,,15,12/02/2025,7A
Vitality Squash 1,v,UST,HK Squash Centre,19:00,,16,19/02/2025,7A
X-Alpha 3,v,The Best Group 1,Cornwall Street Squash Centre,19:00,,16,19/02/2025,7A
Hong Kong Cricket Club 5,v,Hong Kong Football Club 7A,Hong Kong Cricket Club,19:00,,16,19/02/2025,7A
Kinetic 1,v,[BYE],,,,16,19/02/2025,7A
The Best Group 1,v,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,19:00,,17,26/02/2025,7A
UST,v,X-Alpha 3,Cornwall Street Squash Centre,19:00,,17,26/02/2025,7A
Kinetic 1,v,Vitality Squash 1,HK Squash Centre,19:00,,17,26/02/2025,7A
Hong Kong Football Club 7A,v,[BYE],,,,17,26/02/2025,7A
X-Alpha 3,v,Kinetic 1,Cornwall Street Squash Centre,19:00,,18,05/03/2025,7A
UST,v,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,19:00,,18,05/03/2025,7A
Hong Kong Football Club 7A,v,The Best Group 1,Hong Kong Football Club,19:00,,18,05/03/2025,7A
Vitality Squash 1,v,[BYE],,,,18,05/03/2025,7A
UST,v,Hong Kong Football Club 7A,Cornwall Street Squash Centre,19:00,,19,12/03/2025,7A
Kinetic 1,v,Hong Kong Cricket Club 5,HK Squash Centre,19:00,,19,12/03/2025,7A
Vitality Squash 1,v,X-Alpha 3,HK Squash Centre,19:00,,19,12/03/2025,7A
The Best Group 1,v,[BYE],,,,19,12/03/2025,7A
Hong Kong Cricket Club 5,v,Vitality Squash 1,Hong Kong Cricket Club,19:00,,20,19/03/2025,7A
Hong Kong Football Club 7A,v,Kinetic 1,Hong Kong Football Club,19:00,,20,19/03/2025,7A
The Best Group 1,v,UST,Cornwall Street Squash Centre,19:00,,20,19/03/2025,7A
X-Alpha 3,v,[BYE],,,,20,19/03/2025,7A
The Best Group 1,v,Kinetic 1,Cornwall Street Squash Centre,19:00,,21,26/03/2025,7A
Vitality Squash 1,v,Hong Kong Football Club 7A,HK Squash Centre,19:00,,21,26/03/2025,7A
X-Alpha 3,v,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,19:00,,21,26/03/2025,7A
UST,v,[BYE],,,,21,26/03/2025,7A
Kowloon Cricket Club 7,v,Hong Kong Football Club 7B,Kowloon Cricket Club,19:00,,1,02/10/2024,7B
Physical Chess 2,v,The Squash Club 2,Cornwall Street Squash Centre,19:00,,1,02/10/2024,7B
Twister 2,v,Xavier,Cornwall Street Squash Centre,19:00,,1,02/10/2024,7B
Hong Kong Cricket Club 6,v,[BYE],,,,1,02/10/2024,7B
The Squash Club 2,v,Twister 2,Cornwall Street Squash Centre,19:00,,2,09/10/2024,7B
Hong Kong Football Club 7B,v,Physical Chess 2,Hong Kong Football Club,19:00,,2,09/10/2024,7B
Hong Kong Cricket Club 6,v,Kowloon Cricket Club 7,Hong Kong Cricket Club,19:00,,2,09/10/2024,7B
Xavier,v,[BYE],,,,2,09/10/2024,7B
Physical Chess 2,v,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,19:00,,3,16/10/2024,7B
Twister 2,v,Hong Kong Football Club 7B,Cornwall Street Squash Centre,19:00,,3,16/10/2024,7B
Xavier,v,The Squash Club 2,Cornwall Street Squash Centre,19:00,,3,16/10/2024,7B
Kowloon Cricket Club 7,v,[BYE],,,,3,16/10/2024,7B
Hong Kong Football Club 7B,v,Xavier,Hong Kong Football Club,19:00,,4,23/10/2024,7B
Hong Kong Cricket Club 6,v,Twister 2,Hong Kong Cricket Club,19:00,,4,23/10/2024,7B
Kowloon Cricket Club 7,v,Physical Chess 2,Kowloon Cricket Club,19:00,,4,23/10/2024,7B
The Squash Club 2,v,[BYE],,,,4,23/10/2024,7B
Twister 2,v,Kowloon Cricket Club 7,Cornwall Street Squash Centre,19:00,,5,30/10/2024,7B
Xavier,v,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,19:00,,5,30/10/2024,7B
Hong Kong Football Club 7B,v,The Squash Club 2,Hong Kong Football Club,19:00,,5,30/10/2024,7B
Physical Chess 2,v,[BYE],,,,5,30/10/2024,7B
The Squash Club 2,v,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,19:00,,6,06/11/2024,7B
Kowloon Cricket Club 7,v,Xavier,Kowloon Cricket Club,19:00,,6,06/11/2024,7B
Physical Chess 2,v,Twister 2,Cornwall Street Squash Centre,19:00,,6,06/11/2024,7B
Hong Kong Football Club 7B,v,[BYE],,,,6,06/11/2024,7B
Xavier,v,Physical Chess 2,Cornwall Street Squash Centre,19:00,,7,13/11/2024,7B
The Squash Club 2,v,Kowloon Cricket Club 7,Cornwall Street Squash Centre,19:00,,7,13/11/2024,7B
Hong Kong Football Club 7B,v,Hong Kong Cricket Club 6,Hong Kong Football Club,19:00,,7,13/11/2024,7B
Twister 2,v,[BYE],,,,7,13/11/2024,7B
Hong Kong Football Club 7B,v,Kowloon Cricket Club 7,Hong Kong Football Club,19:00,,8,20/11/2024,7B
The Squash Club 2,v,Physical Chess 2,Cornwall Street Squash Centre,19:00,,8,20/11/2024,7B
Xavier,v,Twister 2,Cornwall Street Squash Centre,19:00,,8,20/11/2024,7B
Hong Kong Cricket Club 6,v,[BYE],,,,8,20/11/2024,7B
Twister 2,v,The Squash Club 2,Cornwall Street Squash Centre,19:00,,9,27/11/2024,7B
Physical Chess 2,v,Hong Kong Football Club 7B,Cornwall Street Squash Centre,19:00,,9,27/11/2024,7B
Hong Kong Cricket Club 6,v,Kowloon Cricket Club 7,Hong Kong Cricket Club,19:00,,9,27/11/2024,7B
Xavier,v,[BYE],,,,9,27/11/2024,7B
Hong Kong Cricket Club 6,v,Physical Chess 2,Hong Kong Cricket Club,19:00,,10,11/12/2024,7B
Hong Kong Football Club 7B,v,Twister 2,HK Squash Centre,19:00,,10,11/12/2024,7B
The Squash Club 2,v,Xavier,Cornwall Street Squash Centre,19:00,,10,11/12/2024,7B
Kowloon Cricket Club 7,v,[BYE],,,,10,11/12/2024,7B
Xavier,v,Hong Kong Football Club 7B,Cornwall Street Squash Centre,19:00,,11,18/12/2024,7B
Twister 2,v,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,19:00,,11,18/12/2024,7B
Physical Chess 2,v,Kowloon Cricket Club 7,Cornwall Street Squash Centre,19:00,,11,18/12/2024,7B
The Squash Club 2,v,[BYE],,,,11,18/12/2024,7B
Kowloon Cricket Club 7,v,Twister 2,Kowloon Cricket Club,19:00,,12,08/01/2025,7B
Hong Kong Cricket Club 6,v,Xavier,Hong Kong Cricket Club,19:00,,12,08/01/2025,7B
The Squash Club 2,v,Hong Kong Football Club 7B,Cornwall Street Squash Centre,19:00,,12,08/01/2025,7B
Physical Chess 2,v,[BYE],,,,12,08/01/2025,7B
The Squash Club 2,v,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,19:00,,13,15/01/2025,7B
Xavier,v,Kowloon Cricket Club 7,Cornwall Street Squash Centre,19:00,,13,15/01/2025,7B
Twister 2,v,Physical Chess 2,Cornwall Street Squash Centre,19:00,,13,15/01/2025,7B
Hong Kong Football Club 7B,v,[BYE],,,,13,15/01/2025,7B
Physical Chess 2,v,Xavier,Cornwall Street Squash Centre,19:00,,14,22/01/2025,7B
Kowloon Cricket Club 7,v,The Squash Club 2,Kowloon Cricket Club,19:00,,14,22/01/2025,7B
Hong Kong Cricket Club 6,v,Hong Kong Football Club 7B,Hong Kong Cricket Club,19:00,,14,22/01/2025,7B
Twister 2,v,[BYE],,,,14,22/01/2025,7B
Kowloon Cricket Club 7,v,Hong Kong Football Club 7B,Kowloon Cricket Club,19:00,,15,12/02/2025,7B
Physical Chess 2,v,The Squash Club 2,Cornwall Street Squash Centre,19:00,,15,12/02/2025,7B
Twister 2,v,Xavier,Cornwall Street Squash Centre,19:00,,15,12/02/2025,7B
